category_id,category_name,intent_id,question,answer
4,Grading System and Credits,C4_Q2,Are extra credits considered for graduation?,Students must complete the prescribed number of total credits defined by the program to be eligible for graduation.
4,Grading System and Credits,C4_Q3,What do grade points indicate?,Grade points indicate a student’s level of academic performance in a course based on predefined grading scales.
4,Grading System and Credits,C4_Q3,What is the meaning of grade points?,Grade points indicate a student’s level of academic performance in a course based on predefined grading scales.
4,Grading System and Credits,C4_Q3,How do grade points reflect performance?,Grade points indicate a student’s level of academic performance in a course based on predefined grading scales.
4,Grading System and Credits,C4_Q3,Are grade points linked to marks?,Grade points indicate a student’s level of academic performance in a course based on predefined grading scales.
4,Grading System and Credits,C4_Q3,What do different grade points represent?,Grade points indicate a student’s level of academic performance in a course based on predefined grading scales.
4,Grading System and Credits,C4_Q3,How are grade points assigned?,Grade points indicate a student’s level of academic performance in a course based on predefined grading scales.
4,Grading System and Credits,C4_Q3,Do grade points affect academic standing?,Grade points indicate a student’s level of academic performance in a course based on predefined grading scales.
4,Grading System and Credits,C4_Q3,What is the significance of grade points?,Grade points indicate a student’s level of academic performance in a course based on predefined grading scales.
4,Grading System and Credits,C4_Q3,Are grade points standardized?,Grade points indicate a student’s level of academic performance in a course based on predefined grading scales.
4,Grading System and Credits,C4_Q3,How do grade points differ from grades?,Grade points indicate a student’s level of academic performance in a course based on predefined grading scales.
4,Grading System and Credits,C4_Q3,Why are grade points used in evaluation?,Grade points indicate a student’s level of academic performance in a course based on predefined grading scales.
4,Grading System and Credits,C3_Q4,How is CGPA calculated?,CGPA is calculated by averaging the grade points obtained across all completed semesters or courses as per academic guidelines.
4,Grading System and Credits,C3_Q4,What is the method for calculating CGPA?,CGPA is calculated by averaging the grade points obtained across all completed semesters or courses as per academic guidelines.
4,Grading System and Credits,C3_Q4,How is cumulative GPA computed?,CGPA is calculated by averaging the grade points obtained across all completed semesters or courses as per academic guidelines.
4,Grading System and Credits,C3_Q4,Are all semesters included in CGPA calculation?,CGPA is calculated by averaging the grade points obtained across all completed semesters or courses as per academic guidelines.
4,Grading System and Credits,C3_Q4,How do grades affect CGPA?,CGPA is calculated by averaging the grade points obtained across all completed semesters or courses as per academic guidelines.
4,Grading System and Credits,C3_Q4,Is CGPA calculated every semester?,CGPA is calculated by averaging the grade points obtained across all completed semesters or courses as per academic guidelines.
4,Grading System and Credits,C3_Q4,What factors are considered in CGPA?,CGPA is calculated by averaging the grade points obtained across all completed semesters or courses as per academic guidelines.
4,Grading System and Credits,C3_Q4,How does semester GPA contribute to CGPA?,CGPA is calculated by averaging the grade points obtained across all completed semesters or courses as per academic guidelines.
4,Grading System and Credits,C3_Q4,Is CGPA based on credits earned?,CGPA is calculated by averaging the grade points obtained across all completed semesters or courses as per academic guidelines.
4,Grading System and Credits,C3_Q4,How is overall academic performance measured?,CGPA is calculated by averaging the grade points obtained across all completed semesters or courses as per academic guidelines.
4,Grading System and Credits,C3_Q4,Is CGPA calculation uniform across programs?,CGPA is calculated by averaging the grade points obtained across all completed semesters or courses as per academic guidelines.
4,Grading System and Credits,C4_Q5,What are the minimum CGPA requirements?,"Minimum CGPA thresholds are defined for academic progression, graduation eligibility, internships, and placement considerations."
4,Grading System and Credits,C4_Q5,Is there a minimum CGPA requirement?,"Minimum CGPA thresholds are defined for academic progression, graduation eligibility, internships, and placement considerations."
4,Grading System and Credits,C4_Q5,What CGPA is required for graduation?,"Minimum CGPA thresholds are defined for academic progression, graduation eligibility, internships, and placement considerations."
4,Grading System and Credits,C4_Q5,Does CGPA affect internship eligibility?,"Minimum CGPA thresholds are defined for academic progression, graduation eligibility, internships, and placement considerations."
4,Grading System and Credits,C4_Q5,Are CGPA limits defined for placements?,"Minimum CGPA thresholds are defined for academic progression, graduation eligibility, internships, and placement considerations."
4,Grading System and Credits,C4_Q5,What happens if CGPA is below the minimum?,"Minimum CGPA thresholds are defined for academic progression, graduation eligibility, internships, and placement considerations."
4,Grading System and Credits,C4_Q5,Are CGPA requirements the same for all purposes?,"Minimum CGPA thresholds are defined for academic progression, graduation eligibility, internships, and placement considerations."
4,Grading System and Credits,C4_Q5,Is maintaining a minimum CGPA mandatory?,"Minimum CGPA thresholds are defined for academic progression, graduation eligibility, internships, and placement considerations."
4,Grading System and Credits,C4_Q5,How does CGPA impact academic progress?,"Minimum CGPA thresholds are defined for academic progression, graduation eligibility, internships, and placement considerations."
4,Grading System and Credits,C4_Q5,Can students continue with low CGPA?,"Minimum CGPA thresholds are defined for academic progression, graduation eligibility, internships, and placement considerations."
4,Grading System and Credits,C4_Q5,Are CGPA thresholds fixed by program rules?,"Minimum CGPA thresholds are defined for academic progression, graduation eligibility, internships, and placement considerations."
4,Grading System and Credits,C4_Q6,Are credits transferable?,"Credits may be transferred under approved academic policies when students change programs or institutions, subject to evaluation."
4,Grading System and Credits,C4_Q6,Can academic credits be transferred?,"Credits may be transferred under approved academic policies when students change programs or institutions, subject to evaluation."
4,Grading System and Credits,C4_Q6,Is credit transfer allowed between programs?,"Credits may be transferred under approved academic policies when students change programs or institutions, subject to evaluation."
4,Grading System and Credits,C4_Q6,How does the credit transfer process work?,"Credits may be transferred under approved academic policies when students change programs or institutions, subject to evaluation."
4,Grading System and Credits,C4_Q6,Are transferred credits counted toward graduation?,"Credits may be transferred under approved academic policies when students change programs or institutions, subject to evaluation."
4,Grading System and Credits,C4_Q6,Is approval required for credit transfer?,"Credits may be transferred under approved academic policies when students change programs or institutions, subject to evaluation."
4,Grading System and Credits,C4_Q6,Can students transfer credits from other institutions?,"Credits may be transferred under approved academic policies when students change programs or institutions, subject to evaluation."
4,Grading System and Credits,C4_Q6,Are all credits eligible for transfer?,"Credits may be transferred under approved academic policies when students change programs or institutions, subject to evaluation."
4,Grading System and Credits,C4_Q6,What conditions apply to credit transfer?,"Credits may be transferred under approved academic policies when students change programs or institutions, subject to evaluation."
4,Grading System and Credits,C4_Q6,Does credit transfer affect CGPA?,"Credits may be transferred under approved academic policies when students change programs or institutions, subject to evaluation."
4,Grading System and Credits,C4_Q6,Are credit transfer rules standardized?,"Credits may be transferred under approved academic policies when students change programs or institutions, subject to evaluation."
4,Grading System and Credits,C4_Q7,What is the course credit structure?,"Irrespective of the program, each subject is assigned a certain number of credits, generally ranging from 1 to 4, depending on the subject importance and course structure. Detailed credit information is available on the respective department website."
4,Grading System and Credits,C4_Q7,How are course credits structured?,"Irrespective of the program, each subject is assigned a certain number of credits, generally ranging from 1 to 4, depending on the subject importance and course structure. Detailed credit information is available on the respective department website."
4,Grading System and Credits,C4_Q7,What is the credit structure for subjects?,"Irrespective of the program, each subject is assigned a certain number of credits, generally ranging from 1 to 4, depending on the subject importance and course structure. Detailed credit information is available on the respective department website."
4,Grading System and Credits,C4_Q7,How many credits does a course carry?,"Irrespective of the program, each subject is assigned a certain number of credits, generally ranging from 1 to 4, depending on the subject importance and course structure. Detailed credit information is available on the respective department website."
4,Grading System and Credits,C4_Q7,How are credits assigned to courses?,"Irrespective of the program, each subject is assigned a certain number of credits, generally ranging from 1 to 4, depending on the subject importance and course structure. Detailed credit information is available on the respective department website."
4,Grading System and Credits,C4_Q7,What determines the number of credits for a subject?,"Irrespective of the program, each subject is assigned a certain number of credits, generally ranging from 1 to 4, depending on the subject importance and course structure. Detailed credit information is available on the respective department website."
4,Grading System and Credits,C4_Q7,Is the credit structure same for all programs?,"Irrespective of the program, each subject is assigned a certain number of credits, generally ranging from 1 to 4, depending on the subject importance and course structure. Detailed credit information is available on the respective department website."
4,Grading System and Credits,C4_Q7,How is subject credit decided?,"Irrespective of the program, each subject is assigned a certain number of credits, generally ranging from 1 to 4, depending on the subject importance and course structure. Detailed credit information is available on the respective department website."
4,Grading System and Credits,C4_Q7,Where can I find course credit details?,"Irrespective of the program, each subject is assigned a certain number of credits, generally ranging from 1 to 4, depending on the subject importance and course structure. Detailed credit information is available on the respective department website."
4,Grading System and Credits,C4_Q7,Do all subjects have fixed credit values?,"Irrespective of the program, each subject is assigned a certain number of credits, generally ranging from 1 to 4, depending on the subject importance and course structure. Detailed credit information is available on the respective department website."
4,Grading System and Credits,C4_Q7,How does the university define course credits?,"Irrespective of the program, each subject is assigned a certain number of credits, generally ranging from 1 to 4, depending on the subject importance and course structure. Detailed credit information is available on the respective department website."
5,Internship Eligibility,C5_Q1,Who is eligible for internships?,Students who have successfully completed the required initial academic term and meet eligibility criteria are generally eligible to apply for internships.
5,Internship Eligibility,C5_Q1,Which students are allowed to apply for internships?,Students who have successfully completed the required initial academic term and meet eligibility criteria are generally eligible to apply for internships.
5,Internship Eligibility,C5_Q1,Who can participate in internship programs?,Students who have successfully completed the required initial academic term and meet eligibility criteria are generally eligible to apply for internships.
5,Internship Eligibility,C5_Q1,Are all students eligible for internships?,Students who have successfully completed the required initial academic term and meet eligibility criteria are generally eligible to apply for internships.
5,Internship Eligibility,C5_Q1,What are the basic eligibility conditions for internships?,Students who have successfully completed the required initial academic term and meet eligibility criteria are generally eligible to apply for internships.
5,Internship Eligibility,C5_Q1,When do students become eligible for internships?,Students who have successfully completed the required initial academic term and meet eligibility criteria are generally eligible to apply for internships.
5,Internship Eligibility,C5_Q1,Is internship eligibility based on academic progress?,Students who have successfully completed the required initial academic term and meet eligibility criteria are generally eligible to apply for internships.
5,Internship Eligibility,C5_Q1,Can first-term students apply for internships?,Students who have successfully completed the required initial academic term and meet eligibility criteria are generally eligible to apply for internships.
5,Internship Eligibility,C5_Q1,What criteria decide internship eligibility?,Students who have successfully completed the required initial academic term and meet eligibility criteria are generally eligible to apply for internships.
5,Internship Eligibility,C5_Q1,Are internships open to all enrolled students?,Students who have successfully completed the required initial academic term and meet eligibility criteria are generally eligible to apply for internships.
5,Internship Eligibility,C5_Q1,Is academic eligibility required for internships?,Students who have successfully completed the required initial academic term and meet eligibility criteria are generally eligible to apply for internships.
5,Internship Eligibility,C5_Q2,What is the minimum semester requirement for internships?,Students are typically required to complete at least the first semester before applying for an internship.
5,Internship Eligibility,C5_Q2,From which semester can students apply for internships?,Students are typically required to complete at least the first semester before applying for an internship.
5,Internship Eligibility,C5_Q2,Is completion of the first semester mandatory for internships?,Students are typically required to complete at least the first semester before applying for an internship.
5,Internship Eligibility,C5_Q2,Can students apply for internships in the first semester?,Students are typically required to complete at least the first semester before applying for an internship.
5,Internship Eligibility,C5_Q2,What is the earliest semester for internship eligibility?,Students are typically required to complete at least the first semester before applying for an internship.
5,Internship Eligibility,C5_Q2,Are internships allowed before completing one semester?,Students are typically required to complete at least the first semester before applying for an internship.
5,Internship Eligibility,C5_Q2,Is there a semester restriction for internships?,Students are typically required to complete at least the first semester before applying for an internship.
5,Internship Eligibility,C5_Q2,When do students become eligible semester-wise?,Students are typically required to complete at least the first semester before applying for an internship.
5,Internship Eligibility,C5_Q2,Does semester completion affect internship eligibility?,Students are typically required to complete at least the first semester before applying for an internship.
5,Internship Eligibility,C5_Q2,Are internships permitted in early semesters?,Students are typically required to complete at least the first semester before applying for an internship.
5,Internship Eligibility,C5_Q2,Is first-semester completion required for internships?,Students are typically required to complete at least the first semester before applying for an internship.
5,Internship Eligibility,C5_Q3,Is there a CGPA requirement for internships?,"A minimum CGPA, typically around 6.0 or above, is required for students to be eligible for internships."
5,Internship Eligibility,C5_Q3,Is a minimum CGPA needed for internships?,"A minimum CGPA, typically around 6.0 or above, is required for students to be eligible for internships."
5,Internship Eligibility,C5_Q3,Does CGPA affect internship eligibility?,"A minimum CGPA, typically around 6.0 or above, is required for students to be eligible for internships."
5,Internship Eligibility,C5_Q3,What CGPA is required to apply for internships?,"A minimum CGPA, typically around 6.0 or above, is required for students to be eligible for internships."
5,Internship Eligibility,C5_Q3,Can students with low CGPA apply for internships?,"A minimum CGPA, typically around 6.0 or above, is required for students to be eligible for internships."
5,Internship Eligibility,C5_Q3,Is internship eligibility based on academic performance?,"A minimum CGPA, typically around 6.0 or above, is required for students to be eligible for internships."
5,Internship Eligibility,C5_Q3,Are CGPA criteria mandatory for internships?,"A minimum CGPA, typically around 6.0 or above, is required for students to be eligible for internships."
5,Internship Eligibility,C5_Q3,Is there a fixed CGPA cutoff for internships?,"A minimum CGPA, typically around 6.0 or above, is required for students to be eligible for internships."
5,Internship Eligibility,C5_Q3,Does academic standing matter for internships?,"A minimum CGPA, typically around 6.0 or above, is required for students to be eligible for internships."
5,Internship Eligibility,C5_Q3,Can internships be denied due to low CGPA?,"A minimum CGPA, typically around 6.0 or above, is required for students to be eligible for internships."
5,Internship Eligibility,C5_Q3,Are CGPA rules applied for all internship applications?,"A minimum CGPA, typically around 6.0 or above, is required for students to be eligible for internships."
5,Internship Eligibility,C5_Q4,What are the internship duration requirements?,"Official internships are usually conducted during later semesters, while internships in earlier semesters are often arranged independently and may not carry academic credit."
5,Internship Eligibility,C5_Q4,How long should an internship duration be?,"Official internships are usually conducted during later semesters, while internships in earlier semesters are often arranged independently and may not carry academic credit."
5,Internship Eligibility,C5_Q4,Is there a minimum duration for internships?,"Official internships are usually conducted during later semesters, while internships in earlier semesters are often arranged independently and may not carry academic credit."
5,Internship Eligibility,C5_Q4,Are short-term internships allowed?,"Official internships are usually conducted during later semesters, while internships in earlier semesters are often arranged independently and may not carry academic credit."
5,Internship Eligibility,C5_Q4,When are official internships usually conducted?,"Official internships are usually conducted during later semesters, while internships in earlier semesters are often arranged independently and may not carry academic credit."
5,Internship Eligibility,C5_Q4,Do internships in early semesters carry credit?,"Official internships are usually conducted during later semesters, while internships in earlier semesters are often arranged independently and may not carry academic credit."
5,Internship Eligibility,C5_Q4,Is internship duration fixed by the program?,"Official internships are usually conducted during later semesters, while internships in earlier semesters are often arranged independently and may not carry academic credit."
5,Internship Eligibility,C5_Q4,Can students do internships of any duration?,"Official internships are usually conducted during later semesters, while internships in earlier semesters are often arranged independently and may not carry academic credit."
5,Internship Eligibility,C5_Q4,Are longer internships preferred academically?,"Official internships are usually conducted during later semesters, while internships in earlier semesters are often arranged independently and may not carry academic credit."
5,Internship Eligibility,C5_Q4,Does internship duration affect approval?,"Official internships are usually conducted during later semesters, while internships in earlier semesters are often arranged independently and may not carry academic credit."
5,Internship Eligibility,C5_Q4,Are early internships treated differently?,"Official internships are usually conducted during later semesters, while internships in earlier semesters are often arranged independently and may not carry academic credit."
5,Internship Eligibility,C5_Q5,Can internships be done during the semester or vacation?,"Internships are generally recommended during vacation periods, as internships during the semester may interfere with regular academic activities."
5,Internship Eligibility,C5_Q5,Are internships allowed during the academic semester?,"Internships are generally recommended during vacation periods, as internships during the semester may interfere with regular academic activities."
5,Internship Eligibility,C5_Q5,Is vacation the preferred time for internships?,"Internships are generally recommended during vacation periods, as internships during the semester may interfere with regular academic activities."
5,Internship Eligibility,C5_Q5,Can students do internships while classes are ongoing?,"Internships are generally recommended during vacation periods, as internships during the semester may interfere with regular academic activities."
5,Internship Eligibility,C5_Q5,When is the best time to do an internship?,"Internships are generally recommended during vacation periods, as internships during the semester may interfere with regular academic activities."
5,Internship Eligibility,C5_Q5,Are semester internships discouraged?,"Internships are generally recommended during vacation periods, as internships during the semester may interfere with regular academic activities."
5,Internship Eligibility,C5_Q5,Do internships affect regular coursework?,"Internships are generally recommended during vacation periods, as internships during the semester may interfere with regular academic activities."
5,Internship Eligibility,C5_Q5,Is academic permission required for semester internships?,"Internships are generally recommended during vacation periods, as internships during the semester may interfere with regular academic activities."
5,Internship Eligibility,C5_Q5,Are vacation internships more suitable?,"Internships are generally recommended during vacation periods, as internships during the semester may interfere with regular academic activities."
5,Internship Eligibility,C5_Q5,Can students manage internships along with classes?,"Internships are generally recommended during vacation periods, as internships during the semester may interfere with regular academic activities."
5,Internship Eligibility,C5_Q5,Are internships recommended during breaks?,"Internships are generally recommended during vacation periods, as internships during the semester may interfere with regular academic activities."
5,Internship Eligibility,C5_Q6,What types of internships are allowed?,"Students may pursue research-based or industry-based internships, depending on their academic program and interests."
5,Internship Eligibility,C5_Q6,What kinds of internships can students do?,"Students may pursue research-based or industry-based internships, depending on their academic program and interests."
5,Internship Eligibility,C5_Q6,Are research internships allowed?,"Students may pursue research-based or industry-based internships, depending on their academic program and interests."
5,Internship Eligibility,C5_Q6,Can students choose industry internships?,"Students may pursue research-based or industry-based internships, depending on their academic program and interests."
5,Internship Eligibility,C5_Q6,What internship options are available to students?,"Students may pursue research-based or industry-based internships, depending on their academic program and interests."
5,Internship Eligibility,C5_Q6,Are both research and industry internships permitted?,"Students may pursue research-based or industry-based internships, depending on their academic program and interests."
5,Internship Eligibility,C5_Q6,Does the program restrict internship type?,"Students may pursue research-based or industry-based internships, depending on their academic program and interests."
5,Internship Eligibility,C5_Q6,Can students select internships based on interest?,"Students may pursue research-based or industry-based internships, depending on their academic program and interests."
5,Internship Eligibility,C5_Q6,Are academic internships different from industry ones?,"Students may pursue research-based or industry-based internships, depending on their academic program and interests."
5,Internship Eligibility,C5_Q6,Do internship types depend on the course?,"Students may pursue research-based or industry-based internships, depending on their academic program and interests."
5,Internship Eligibility,C5_Q6,Are multiple internship types recognized academically?,"Students may pursue research-based or industry-based internships, depending on their academic program and interests."
6,Internship Approval Process,C6_Q1,Who approves internship applications?,Internship applications are approved by designated academic authorities or faculty coordinators as per program guidelines.
6,Internship Approval Process,C6_Q1,Who is responsible for approving internship requests?,Internship applications are approved by designated academic authorities or faculty coordinators as per program guidelines.
6,Internship Approval Process,C6_Q1,Which authority grants approval for internships?,Internship applications are approved by designated academic authorities or faculty coordinators as per program guidelines.
6,Internship Approval Process,C6_Q1,Is faculty approval required for internships?,Internship applications are approved by designated academic authorities or faculty coordinators as per program guidelines.
6,Internship Approval Process,C6_Q1,Who reviews and approves internship applications?,Internship applications are approved by designated academic authorities or faculty coordinators as per program guidelines.
6,Internship Approval Process,C6_Q1,Do students need academic approval before internships?,Internship applications are approved by designated academic authorities or faculty coordinators as per program guidelines.
6,Internship Approval Process,C6_Q1,Which academic body approves internships?,Internship applications are approved by designated academic authorities or faculty coordinators as per program guidelines.
6,Internship Approval Process,C6_Q1,Is internship approval mandatory before joining?,Internship applications are approved by designated academic authorities or faculty coordinators as per program guidelines.
6,Internship Approval Process,C6_Q1,Who grants permission for internships?,Internship applications are approved by designated academic authorities or faculty coordinators as per program guidelines.
6,Internship Approval Process,C6_Q1,Are internships approved by coordinators?,Internship applications are approved by designated academic authorities or faculty coordinators as per program guidelines.
6,Internship Approval Process,C6_Q1,Who has the final authority to approve internships?,Internship applications are approved by designated academic authorities or faculty coordinators as per program guidelines.
6,Internship Approval Process,C6_Q2,What documents are required for internship approval?,"Students are generally required to submit an internship offer letter, approval form, and relevant internship details for verification."
6,Internship Approval Process,C6_Q2,What paperwork is needed for internship approval?,"Students are generally required to submit an internship offer letter, approval form, and relevant internship details for verification."
6,Internship Approval Process,C6_Q2,Which documents must be submitted for internships?,"Students are generally required to submit an internship offer letter, approval form, and relevant internship details for verification."
6,Internship Approval Process,C6_Q2,Is an offer letter required for internship approval?,"Students are generally required to submit an internship offer letter, approval form, and relevant internship details for verification."
6,Internship Approval Process,C6_Q2,What forms are needed to approve an internship?,"Students are generally required to submit an internship offer letter, approval form, and relevant internship details for verification."
6,Internship Approval Process,C6_Q2,Are documents mandatory before internship approval?,"Students are generally required to submit an internship offer letter, approval form, and relevant internship details for verification."
6,Internship Approval Process,C6_Q2,What information must be provided for internship verification?,"Students are generally required to submit an internship offer letter, approval form, and relevant internship details for verification."
6,Internship Approval Process,C6_Q2,Do students need to submit internship details for approval?,"Students are generally required to submit an internship offer letter, approval form, and relevant internship details for verification."
6,Internship Approval Process,C6_Q2,Is documentation required to get internship permission?,"Students are generally required to submit an internship offer letter, approval form, and relevant internship details for verification."
6,Internship Approval Process,C6_Q2,What are the document requirements for internships?,"Students are generally required to submit an internship offer letter, approval form, and relevant internship details for verification."
6,Internship Approval Process,C6_Q2,Are supporting documents needed for internship approval?,"Students are generally required to submit an internship offer letter, approval form, and relevant internship details for verification."
6,Internship Approval Process,C6_Q3,What is the internship application procedure?,Students must submit the required documents through the prescribed academic process and obtain approval before starting the internship.
6,Internship Approval Process,C6_Q3,How do students apply for internship approval?,Students must submit the required documents through the prescribed academic process and obtain approval before starting the internship.
6,Internship Approval Process,C6_Q3,What is the process to get an internship approved?,Students must submit the required documents through the prescribed academic process and obtain approval before starting the internship.
6,Internship Approval Process,C6_Q3,What steps are involved in internship application?,Students must submit the required documents through the prescribed academic process and obtain approval before starting the internship.
6,Internship Approval Process,C6_Q3,How should internship applications be submitted?,Students must submit the required documents through the prescribed academic process and obtain approval before starting the internship.
6,Internship Approval Process,C6_Q3,Is there a formal process for internship approval?,Students must submit the required documents through the prescribed academic process and obtain approval before starting the internship.
6,Internship Approval Process,C6_Q3,What procedure must be followed before starting an internship?,Students must submit the required documents through the prescribed academic process and obtain approval before starting the internship.
6,Internship Approval Process,C6_Q3,How can students request internship permission?,Students must submit the required documents through the prescribed academic process and obtain approval before starting the internship.
6,Internship Approval Process,C6_Q3,Is there an official internship application process?,Students must submit the required documents through the prescribed academic process and obtain approval before starting the internship.
6,Internship Approval Process,C6_Q3,What is the correct way to apply for internships?,Students must submit the required documents through the prescribed academic process and obtain approval before starting the internship.
6,Internship Approval Process,C6_Q3,How does the internship approval process work?,Students must submit the required documents through the prescribed academic process and obtain approval before starting the internship.
6,Internship Approval Process,C6_Q4,How long does the internship approval process take?,The approval timeline depends on academic review schedules and the completeness of submitted documents.
6,Internship Approval Process,C6_Q4,How much time is required for internship approval?,The approval timeline depends on academic review schedules and the completeness of submitted documents.
6,Internship Approval Process,C6_Q4,Is internship approval granted immediately?,The approval timeline depends on academic review schedules and the completeness of submitted documents.
6,Internship Approval Process,C6_Q4,What is the usual approval time for internships?,The approval timeline depends on academic review schedules and the completeness of submitted documents.
6,Internship Approval Process,C6_Q4,How long does it take to get internship permission?,The approval timeline depends on academic review schedules and the completeness of submitted documents.
6,Internship Approval Process,C6_Q4,Are internship approvals time-bound?,The approval timeline depends on academic review schedules and the completeness of submitted documents.
6,Internship Approval Process,C6_Q4,Does document verification affect approval time?,The approval timeline depends on academic review schedules and the completeness of submitted documents.
6,Internship Approval Process,C6_Q4,When can students expect internship approval?,The approval timeline depends on academic review schedules and the completeness of submitted documents.
6,Internship Approval Process,C6_Q4,Is the approval process lengthy?,The approval timeline depends on academic review schedules and the completeness of submitted documents.
6,Internship Approval Process,C6_Q4,How soon is internship approval communicated?,The approval timeline depends on academic review schedules and the completeness of submitted documents.
6,Internship Approval Process,C6_Q4,What factors affect internship approval duration?,The approval timeline depends on academic review schedules and the completeness of submitted documents.
6,Internship Approval Process,C6_Q5,What is the role of the faculty coordinator in internship approval?,The faculty coordinator reviews internship details and ensures compliance with academic requirements before granting approval.
6,Internship Approval Process,C6_Q5,What responsibilities does the faculty coordinator have for internships?,The faculty coordinator reviews internship details and ensures compliance with academic requirements before granting approval.
6,Internship Approval Process,C6_Q5,How does the coordinator assist in internship approval?,The faculty coordinator reviews internship details and ensures compliance with academic requirements before granting approval.
6,Internship Approval Process,C6_Q5,Is the faculty coordinator involved in internship decisions?,The faculty coordinator reviews internship details and ensures compliance with academic requirements before granting approval.
6,Internship Approval Process,C6_Q5,What does the coordinator check during approval?,The faculty coordinator reviews internship details and ensures compliance with academic requirements before granting approval.
6,Internship Approval Process,C6_Q5,Does the coordinator verify internship relevance?,The faculty coordinator reviews internship details and ensures compliance with academic requirements before granting approval.
6,Internship Approval Process,C6_Q5,What role does faculty play in approving internships?,The faculty coordinator reviews internship details and ensures compliance with academic requirements before granting approval.
6,Internship Approval Process,C6_Q5,Is coordinator review mandatory for internships?,The faculty coordinator reviews internship details and ensures compliance with academic requirements before granting approval.
6,Internship Approval Process,C6_Q5,How does faculty oversight impact internships?,The faculty coordinator reviews internship details and ensures compliance with academic requirements before granting approval.
6,Internship Approval Process,C6_Q5,Does the coordinator assess internship details?,The faculty coordinator reviews internship details and ensures compliance with academic requirements before granting approval.
6,Internship Approval Process,C6_Q5,What authority does the faculty coordinator hold in internship approval?,The faculty coordinator reviews internship details and ensures compliance with academic requirements before granting approval.
6,Internship Approval Process,C6_Q6,Can an internship application be rejected?,"Yes, internship applications may be rejected if academic eligibility, documentation, or program requirements are not met."
6,Internship Approval Process,C6_Q6,Is it possible for an internship to be rejected?,"Yes, internship applications may be rejected if academic eligibility, documentation, or program requirements are not met."
6,Internship Approval Process,C6_Q6,Why might an internship application be denied?,"Yes, internship applications may be rejected if academic eligibility, documentation, or program requirements are not met."
6,Internship Approval Process,C6_Q6,Can academic authorities refuse internship approval?,"Yes, internship applications may be rejected if academic eligibility, documentation, or program requirements are not met."
6,Internship Approval Process,C6_Q6,What reasons lead to internship rejection?,"Yes, internship applications may be rejected if academic eligibility, documentation, or program requirements are not met."
6,Internship Approval Process,C6_Q6,Are all internship applications approved?,"Yes, internship applications may be rejected if academic eligibility, documentation, or program requirements are not met."
6,Internship Approval Process,C6_Q6,Does non-compliance lead to rejection?,"Yes, internship applications may be rejected if academic eligibility, documentation, or program requirements are not met."
6,Internship Approval Process,C6_Q6,Can incomplete documents cause rejection?,"Yes, internship applications may be rejected if academic eligibility, documentation, or program requirements are not met."
6,Internship Approval Process,C6_Q6,Is internship approval guaranteed?,"Yes, internship applications may be rejected if academic eligibility, documentation, or program requirements are not met."
6,Internship Approval Process,C6_Q6,What happens if an internship is not approved?,"Yes, internship applications may be rejected if academic eligibility, documentation, or program requirements are not met."
6,Internship Approval Process,C6_Q6,Can internships be rejected based on eligibility?,"Yes, internship applications may be rejected if academic eligibility, documentation, or program requirements are not met."
6,Internship Approval Process,C6_Q7,Are internship extensions allowed after approval?,Internship extensions may be permitted with valid justification and prior academic approval.
6,Internship Approval Process,C6_Q7,Can students extend an approved internship?,Internship extensions may be permitted with valid justification and prior academic approval.
6,Internship Approval Process,C6_Q7,Is internship duration extension allowed?,Internship extensions may be permitted with valid justification and prior academic approval.
6,Internship Approval Process,C6_Q7,What is the process for extending an internship?,Internship extensions may be permitted with valid justification and prior academic approval.
6,Internship Approval Process,C6_Q7,Do internship extensions need approval?,Internship extensions may be permitted with valid justification and prior academic approval.
6,Internship Approval Process,C6_Q7,Are internship extensions common?,Internship extensions may be permitted with valid justification and prior academic approval.
6,Internship Approval Process,C6_Q7,Can an internship be extended beyond the approved period?,Internship extensions may be permitted with valid justification and prior academic approval.
6,Internship Approval Process,C6_Q7,Is academic permission required for internship extension?,Internship extensions may be permitted with valid justification and prior academic approval.
6,Internship Approval Process,C6_Q7,What reasons are acceptable for extension?,Internship extensions may be permitted with valid justification and prior academic approval.
6,Internship Approval Process,C6_Q7,How are internship extension requests handled?,Internship extensions may be permitted with valid justification and prior academic approval.
6,Internship Approval Process,C6_Q7,Can students apply for internship extensions later?,Internship extensions may be permitted with valid justification and prior academic approval.
7,Internship Credit and Evaluation,C7_Q1,How are internship credits allocated?,"Internship credits are allocated based on the duration, workload, and academic relevance of the internship as defined by program guidelines."
7,Internship Credit and Evaluation,C7_Q1,How are credits assigned for internships?,"Internship credits are allocated based on the duration, workload, and academic relevance of the internship as defined by program guidelines."
7,Internship Credit and Evaluation,C7_Q1,What factors decide internship credit allocation?,"Internship credits are allocated based on the duration, workload, and academic relevance of the internship as defined by program guidelines."
7,Internship Credit and Evaluation,C7_Q1,Is credit allocation based on internship duration?,"Internship credits are allocated based on the duration, workload, and academic relevance of the internship as defined by program guidelines."
7,Internship Credit and Evaluation,C7_Q1,How is academic relevance considered for internship credits?,"Internship credits are allocated based on the duration, workload, and academic relevance of the internship as defined by program guidelines."
7,Internship Credit and Evaluation,C7_Q1,Are internship credits fixed for all programs?,"Internship credits are allocated based on the duration, workload, and academic relevance of the internship as defined by program guidelines."
7,Internship Credit and Evaluation,C7_Q1,What determines the number of credits for an internship?,"Internship credits are allocated based on the duration, workload, and academic relevance of the internship as defined by program guidelines."
